Region,Title,Rating
HK,The Old Guard,4
HK,The Secret Life of Pets 2,4
HK,The Twister: Caught in the Storm,4
HK,K.O.,4
HK,Faceless,4
HK,The Fate of the Furious,4
HK,My Hero Academia: You're Next,4
HK,Love Untangled,4
HK,New Gods: Nezha Reborn,4
HK,Mission: Impossible - Fallout,4
HK,A Time to Kill,4
HK,10DANCE,4
HK,Bloodshot,4
HK,Flightplan,4
HK,Knock at the Cabin,4
HK,Afraid,4
HK,Delicious,4
HK,I Want To Be Boss,4
HK,The Exorcist: Believer,5
HK,The Northman,5
HK,Troll,5
HK,Tee Yai: Born To Be Bad,5
HK,Oppenheimer,5
HK,Mercy,5
HK,Monk Comes Down the Mountain,5
HK,Migration,5
HK,Kingdom: Return of The Great General,5
HK,Life or Something Like It,5
HK,Squad 36,5
HK,Kill Bill: Vol. 1,5
HK,"It's a Mad, Mad, Mad World",5
HK,GATAO: Like Father Like Son,5
HK,Jack Reacher: Never Go Back,5
HK,Kinda Pregnant,5
HK,G.I. Joe: Retaliation,5
HK,Initial D,5
HK,404,5
HK,Caramelo,5
HK,Dead Talents Society,5
HK,Cocaine Bear,5
HK,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,5
HK,Dhoom Dhaam,5
HK,The Tourist,6
HK,Trainwreck: Balloon Boy,6
HK,World War Z,6
HK,The Kingdom,6
HK,Pixels,6
HK,Larry Crowne,6
HK,Nonnas,6
HK,The Wrong Paris,6
HK,Spy x Family Code: White,6
HK,Helios,6
HK,Gatao: Big Brothers,6
HK,Good News,6
HK,Knight and Day,6
HK,Jumanji: The Next Level,6
HK,Kill 'Em All 2,6
HK,Mission: Impossible - Rogue Nation,6
HK,Eye for an Eye,6
HK,Back to the Future,6
HK,Attack 13,6
HK,65,6
HK,Copycat,6
HK,Fifty Shades Freed,6
HK,Birth/Rebirth,6
HK,Man on Fire,7
HK,PAW Patrol: The Mighty Movie,7
HK,The Negotiator,7
HK,Total Recall,7
HK,The Passion of the Christ,7
HK,Trainwreck: The Cult of American Apparel,7
HK,Train Dreams,7
HK,The Karate Kid,7
HK,The Rundown,7
HK,Flirting Scholar,7
HK,Five Nights at Freddy's,7
HK,Lovesick,7
HK,Last Bullet,7
HK,Sikandar,7
HK,Paycheck,7
HK,Scouts Guide to the Zombie Apocalypse,7
HK,The Core,7
HK,A Merry Little Ex-Mas,7
HK,11 Rebels,7
HK,I Am the Secret in Your Heart,7
HK,Jack Reacher,7
HK,Jewel Thief - The Heist Begins,7
HK,Disquiet,7
HK,Catch Me If You Can,7
HK,Don't Die: The Man Who Wants to Live Forever,7
HK,French Lover,8
HK,Enemy at the Gates,8
HK,A Deadly American Marriage,8
HK,Detective Conan the Movie: The Scarlet Bullet,8
HK,Dolittle,8
HK,Eastern Promises,8
HK,Death Whisperer 2,8
HK,Almost Cops,8
HK,Murder in Monaco,8
HK,Sunset Sunrise,8
HK,Red Dragon,8
HK,Tomb Watcher,8
HK,Inferno,8
HK,Jules,8
HK,Jay Kelly,8
HK,Just Go With It,8
HK,The Perfect Neighbor,8
HK,Sunshine,8
HK,"Ruby Gillman, Teenage Kraken",8
HK,The Bravest,8
HK,The Family Stone,8
HK,The Sum of All Fears,9
HK,The Client,9
HK,S.W.A.T.,9
HK,Shark Whisperer,9
HK,The Seat,9
HK,The Intruder,9
HK,Fifty Shades of Grey,9
HK,"My Father, the BTK Killer",9
HK,Paddington in Peru,9
HK,Sosyal Climbers,9
HK,The Croods: A New Age,9
HK,Despicable Me 2,9
HK,A Normal Woman,9
HK,Bring Her Back,9
HK,Big World,9
HK,Abandoned Man,9
HK,Dungeons & Dragons: Honor Among Thieves,9
HK,Jolly LLB 3,9
HK,Kill Bill: Vol. 2,9
HK,Good Will Hunting,9
HK,Happy Gilmore,9
HK,In Youth We Trust,9
HK,Just Like Heaven,9
HK,"It's a Mad, Mad, Mad World 2",9
HK,Indiana Jones and the Kingdom of the Crystal Skull,9
HK,Delirium,10
HK,Don't Say a Word,10
HK,Kontrabida Academy,10
HK,Jaat,10
HK,Honeymoon Crasher,10
HK,Central Intelligence,10
HK,Detective Conan the Movie: The Phantom of Baker Street,10
HK,Detective Conan : The Private Eyes' Requiem,10
HK,8MM,10
HK,Aileen: Queen of the Serial Killers,10
HK,Britain and The Blitz,10
HK,Con Mum,10
HK,Burn After Reading,10
HK,Plankton: The Movie,10
HK,Love Happens,10
HK,Mr Bean's Holiday,10
HK,She Said Maybe,10
HK,Sleepless in Seattle,10
HK,The Carman Family Deaths,10
HK,The Stepfather,10
HK,The Tuxedo,10
HK,Trainwreck: The Real Project X,10
HK,Wallace & Gromit: Vengeance Most Fowl,10
